index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
692,near,bus,dog,-5.3738,-5.2929,0.0808,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
414,near,camel,horse,-5.3674,-5.2929,0.0745,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
75,near,bus,dog,-5.3666,-5.2929,0.0736,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
90,near,motorcycle,cat,-5.3655,-5.2929,0.0725,Surprising Failure,"Class 'motorcycle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
485,near,bus,horse,-5.364,-5.2929,0.0711,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
597,near,tractor,deer,-5.3614,-5.2929,0.0684,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
55,near,wolf,cat,-5.357,-5.2929,0.0641,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
17,near,leopard,frog,-5.351,-5.2929,0.0581,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
135,near,fox,deer,-5.3461,-5.2929,0.0532,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
502,near,leopard,cat,-5.3325,-5.2929,0.0396,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
337,near,bus,horse,-5.3214,-5.2929,0.0285,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
580,near,wolf,cat,-5.3206,-5.2929,0.0277,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
20,near,leopard,frog,-5.3179,-5.2929,0.025,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
639,near,bus,deer,-5.3168,-5.2929,0.0238,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
689,near,fox,dog,-5.3168,-5.2929,0.0238,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
488,near,wolf,cat,-5.3147,-5.2929,0.0218,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
370,near,motorcycle,truck,-5.3092,-5.2929,0.0163,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
97,near,camel,horse,-5.2967,-5.2929,0.0037,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
476,far,sunflower,cat,-15.0684,-5.2929,9.7755,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
774,far,bowl,ship,-13.3878,-5.2929,8.0949,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
692,far,keyboard,airplane,-13.1495,-5.2929,7.8566,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
498,far,sunflower,airplane,-12.3246,-5.2929,7.0316,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
683,far,sunflower,airplane,-12.3177,-5.2929,7.0248,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
326,far,bottle,cat,-12.0876,-5.2929,6.7947,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
295,far,mushroom,frog,-12.0661,-5.2929,6.7731,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
713,far,sunflower,cat,-11.9554,-5.2929,6.6625,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
264,far,sunflower,cat,-11.3769,-5.2929,6.084,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
453,far,sunflower,cat,-11.2693,-5.2929,5.9764,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
489,far,bowl,automobile,-11.2527,-5.2929,5.9598,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
107,far,wardrobe,truck,-11.0691,-5.2929,5.7762,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
686,far,wardrobe,truck,-11.0383,-5.2929,5.7453,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
388,far,clock,truck,-10.9749,-5.2929,5.682,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
409,far,wardrobe,truck,-10.938,-5.2929,5.6451,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
63,far,sunflower,cat,-10.865,-5.2929,5.5721,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
250,far,sunflower,deer,-10.8443,-5.2929,5.5513,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
97,far,mushroom,frog,-10.8317,-5.2929,5.5388,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
378,far,bowl,frog,-10.8197,-5.2929,5.5267,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
696,far,keyboard,airplane,-10.7472,-5.2929,5.4542,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
271,far,chair,airplane,-10.5671,-5.2929,5.2741,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
517,far,chair,airplane,-10.5255,-5.2929,5.2325,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
755,far,wardrobe,cat,-10.429,-5.2929,5.1361,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
710,far,bowl,dog,-10.4003,-5.2929,5.1073,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
240,far,sunflower,cat,-10.3413,-5.2929,5.0484,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
141,far,mushroom,bird,-10.3412,-5.2929,5.0482,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
194,far,bowl,frog,-10.3255,-5.2929,5.0325,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
557,far,clock,cat,-10.2466,-5.2929,4.9536,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
51,far,keyboard,bird,-10.2425,-5.2929,4.9495,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
5,far,bowl,truck,-10.2403,-5.2929,4.9474,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
280,far,mushroom,bird,-10.1388,-5.2929,4.8458,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
275,far,mushroom,frog,-10.1244,-5.2929,4.8314,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
715,far,chair,bird,-10.1226,-5.2929,4.8297,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
777,far,bowl,frog,-10.004,-5.2929,4.711,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
791,far,bowl,airplane,-9.9383,-5.2929,4.6453,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
775,far,clock,bird,-9.9058,-5.2929,4.6129,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
238,far,wardrobe,truck,-9.9026,-5.2929,4.6097,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
504,far,wardrobe,truck,-9.8876,-5.2929,4.5947,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
245,far,chair,airplane,-9.8711,-5.2929,4.5782,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
267,far,keyboard,truck,-9.8628,-5.2929,4.5698,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
322,far,wardrobe,truck,-9.8621,-5.2929,4.5692,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
460,far,wardrobe,cat,-9.7956,-5.2929,4.5026,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
319,far,bowl,ship,-9.7813,-5.2929,4.4884,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
40,far,bowl,automobile,-9.7806,-5.2929,4.4876,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
335,far,mushroom,frog,-9.7557,-5.2929,4.4627,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
631,far,chair,truck,-9.7286,-5.2929,4.4356,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
339,far,wardrobe,cat,-9.705,-5.2929,4.4121,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
187,far,sunflower,automobile,-9.6729,-5.2929,4.38,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
219,far,mushroom,bird,-9.6542,-5.2929,4.3613,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
529,far,wardrobe,truck,-9.6183,-5.2929,4.3254,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
797,far,sunflower,truck,-9.6101,-5.2929,4.3172,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
314,far,bowl,cat,-9.5999,-5.2929,4.307,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
717,far,mushroom,bird,-9.5658,-5.2929,4.2728,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
607,far,wardrobe,truck,-9.5565,-5.2929,4.2636,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
733,far,keyboard,airplane,-9.5516,-5.2929,4.2586,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
350,far,clock,cat,-9.5486,-5.2929,4.2557,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
103,far,bottle,truck,-9.5105,-5.2929,4.2175,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
254,far,sunflower,cat,-9.4803,-5.2929,4.1873,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
60,far,wardrobe,truck,-9.4641,-5.2929,4.1712,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
32,far,bowl,cat,-9.4061,-5.2929,4.1131,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
151,far,bowl,cat,-9.3796,-5.2929,4.0866,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
162,far,clock,automobile,-9.3618,-5.2929,4.0688,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
338,far,wardrobe,cat,-9.3362,-5.2929,4.0433,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
440,far,wardrobe,truck,-9.3147,-5.2929,4.0218,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
426,far,mushroom,cat,-9.3094,-5.2929,4.0165,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
81,far,wardrobe,cat,-9.2997,-5.2929,4.0067,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
315,far,bowl,cat,-9.2951,-5.2929,4.0021,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
394,far,sunflower,truck,-9.2745,-5.2929,3.9816,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
627,far,bottle,cat,-9.2289,-5.2929,3.9359,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
217,far,mushroom,bird,-9.2087,-5.2929,3.9158,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
91,far,bottle,cat,-9.199,-5.2929,3.9061,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
745,far,mushroom,bird,-9.1934,-5.2929,3.9005,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
536,far,chair,airplane,-9.1734,-5.2929,3.8804,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
523,far,keyboard,cat,-9.1554,-5.2929,3.8624,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
535,far,clock,automobile,-9.1165,-5.2929,3.8235,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
545,far,mushroom,bird,-9.1092,-5.2929,3.8163,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
383,far,wardrobe,cat,-9.1077,-5.2929,3.8147,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
158,far,wardrobe,truck,-9.093,-5.2929,3.8001,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
17,far,bottle,ship,-9.0734,-5.2929,3.7805,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
621,far,bottle,cat,-9.0701,-5.2929,3.7771,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
349,far,wardrobe,cat,-9.0536,-5.2929,3.7606,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
603,far,mushroom,dog,-9.0081,-5.2929,3.7152,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
569,far,wardrobe,truck,-8.9807,-5.2929,3.6878,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
90,far,sunflower,airplane,-8.9163,-5.2929,3.6234,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
31,far,wardrobe,truck,-8.9121,-5.2929,3.6192,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
655,far,mushroom,bird,-8.9107,-5.2929,3.6177,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
522,far,keyboard,bird,-8.9086,-5.2929,3.6157,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
39,far,clock,cat,-8.884,-5.2929,3.591,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
756,far,mushroom,cat,-8.8792,-5.2929,3.5863,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
50,far,clock,ship,-8.8714,-5.2929,3.5785,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
419,far,wardrobe,cat,-8.8396,-5.2929,3.5467,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
203,far,wardrobe,truck,-8.8109,-5.2929,3.5179,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
767,far,sunflower,truck,-8.8038,-5.2929,3.5109,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
128,far,clock,truck,-8.7972,-5.2929,3.5043,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
357,far,bowl,cat,-8.7628,-5.2929,3.4698,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
25,far,bowl,cat,-8.7382,-5.2929,3.4452,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
340,far,wardrobe,truck,-8.6774,-5.2929,3.3845,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
587,far,sunflower,airplane,-8.6747,-5.2929,3.3817,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
288,far,wardrobe,cat,-8.6704,-5.2929,3.3775,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
222,far,bowl,cat,-8.6593,-5.2929,3.3663,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
27,far,bottle,ship,-8.6445,-5.2929,3.3516,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
348,far,chair,frog,-8.6381,-5.2929,3.3451,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
562,far,mushroom,bird,-8.6218,-5.2929,3.3288,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
20,far,wardrobe,cat,-8.6076,-5.2929,3.3146,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
365,far,bottle,cat,-8.5997,-5.2929,3.3067,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
302,far,keyboard,cat,-8.5871,-5.2929,3.2941,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
377,far,wardrobe,cat,-8.5796,-5.2929,3.2867,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
463,far,clock,airplane,-8.5618,-5.2929,3.2689,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
519,far,bowl,cat,-8.5241,-5.2929,3.2312,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
641,far,mushroom,frog,-8.5215,-5.2929,3.2286,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
769,far,bottle,ship,-8.5209,-5.2929,3.228,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
305,far,mushroom,cat,-8.5021,-5.2929,3.2091,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
528,far,wardrobe,truck,-8.4932,-5.2929,3.2003,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
659,far,wardrobe,truck,-8.4758,-5.2929,3.1828,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
479,far,mushroom,cat,-8.4609,-5.2929,3.168,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
703,far,wardrobe,truck,-8.4514,-5.2929,3.1585,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
596,far,chair,airplane,-8.4373,-5.2929,3.1443,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
345,far,wardrobe,truck,-8.4339,-5.2929,3.141,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
57,far,wardrobe,cat,-8.4326,-5.2929,3.1397,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
119,far,wardrobe,truck,-8.4182,-5.2929,3.1253,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
705,far,mushroom,frog,-8.4183,-5.2929,3.1253,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
644,far,wardrobe,cat,-8.3537,-5.2929,3.0608,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
120,far,bottle,ship,-8.3373,-5.2929,3.0443,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
648,far,bottle,cat,-8.3317,-5.2929,3.0387,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
175,far,wardrobe,truck,-8.2877,-5.2929,2.9947,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
